timestamp,date,year,month,week,shift,operator_id,line_id,equipment_id,equipment_type,product_id,units_produced,units_defective,units_scrap,units_rework,defect_type,planned_time_min,planned_downtime_min,unplanned_downtime_min,ideal_cycle_time_sec,lote,peso_promedio,longitud_promedio
2024-01-01 09:00:00,2024-01-01,2024,1,1,Mañana,OP016,L3,L3-METAL-01,METAL,PRD-B,2172,22,11,11,Contaminación,480.0,45.0,63.31,9.6,LOT-000019,499.861,119.495
2024-01-01 09:00:00,2024-01-01,2024,1,1,Mañana,OP011,L3,L3-SEAL-01,SEAL,PRD-E,2237,36,10,26,Defecto de sellado,480.0,45.0,39.24,9.6,LOT-000020,497.193,120.294
2024-01-01 09:00:00,2024-01-01,2024,1,1,Mañana,OP009,L4,L4-PACK-01,PACK,PRD-B,3099,35,17,18,Integridad del paquete,480.0,45.0,59.98,6.8571,LOT-000021,498.185,120.038
2024-01-01 09:00:00,2024-01-01,2024,1,1,Mañana,OP015,L4,L4-PAL-01,PAL,PRD-C,2138,2,1,1,Integridad del paquete,480.0,45.0,51.97,10.2857,LOT-000022,500.96,119.316
2024-01-01 09:00:00,2024-01-01,2024,1,1,Mañana,OP006,L4,L4-WRAP-01,WRAP,PRD-F,2060,4,3,1,Integridad del paquete,480.0,45.0,38.2,10.2857,LOT-000023,502.186,119.914
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP015,L1,L1-CHECK-01,CHECK,PRD-B,3063,56,12,44,Bajo peso,480.0,45.0,57.84,6.5455,LOT-000024,498.192,120.594
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP015,L1,L1-DEPAL-01,DEPAL,PRD-A,3706,20,7,13,Sin defecto,480.0,45.0,55.06,5.76,LOT-000025,497.137,119.294
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP005,L1,L1-FEED-01,FEED,PRD-D,3547,34,8,26,Defecto de sellado,480.0,45.0,34.25,5.76,LOT-000026,497.935,119.917
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP012,L1,L1-FILL-01,FILL,PRD-B,3376,74,7,67,Sobrepeso,480.0,45.0,28.89,6.4,LOT-000027,500.085,120.207
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP007,L1,L1-LABEL-01,LABEL,PRD-B,3064,33,14,19,Defecto de etiqueta,480.0,45.0,49.33,6.6977,LOT-000028,500.72,119.636
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP005,L1,L1-PACK-01,PACK,PRD-D,2876,25,7,18,Integridad del paquete,480.0,45.0,58.0,6.8571,LOT-000029,503.562,120.206
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP008,L1,L1-SEAM-01,SEAM,PRD-D,3394,60,44,16,Integridad del paquete,480.0,45.0,52.94,6.4,LOT-000030,499.569,120.251
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP002,L1,L1-WASH-01,WASH,PRD-B,2942,25,12,13,Contaminación,480.0,45.0,76.99,6.2609,LOT-000031,496.168,120.935
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP013,L1,L1-XRAY-01,XRAY,PRD-B,3413,18,9,9,Material extraño,480.0,45.0,15.01,6.5455,LOT-000032,502.016,119.13
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP010,L2,L2-CAPPER-01,CAPPER,PRD-F,3836,77,14,63,Defecto de sellado,480.0,45.0,78.07,4.9655,LOT-000033,501.387,121.037
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP011,L2,L2-CHECK-01,CHECK,PRD-F,3247,37,12,25,Sobrepeso,480.0,45.0,60.11,6.5455,LOT-000034,500.422,120.677
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP004,L2,L2-FILL-01,FILL,PRD-F,3427,75,24,51,Contaminación,480.0,45.0,45.19,6.4,LOT-000035,499.923,122.046
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP013,L2,L2-LABEL-01,LABEL,PRD-A,2965,40,15,25,Defecto de etiqueta,480.0,45.0,68.06,6.6977,LOT-000036,503.066,120.175
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP014,L2,L2-PACK-01,PACK,PRD-C,2756,21,7,14,Integridad del paquete,480.0,45.0,60.26,6.8571,LOT-000037,501.129,120.481
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP016,L2,L2-RINSE-01,RINSE,PRD-C,4017,15,7,8,Material extraño,480.0,45.0,75.85,4.8,LOT-000038,498.778,119.718
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP009,L3,L3-CART-01,CART,PRD-D,1904,16,12,4,Defecto de etiqueta,480.0,45.0,61.99,9.931,LOT-000039,498.454,120.376
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP006,L3,L3-CHECK-01,CHECK,PRD-D,3106,45,31,14,Bajo peso,480.0,45.0,43.65,6.5455,LOT-000040,500.089,120.264
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP010,L3,L3-FFS-01,FFS,PRD-E,1965,40,17,23,Bajo peso,480.0,45.0,67.43,9.6,LOT-000041,501.576,119.236
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP005,L3,L3-METAL-01,METAL,PRD-E,2263,20,5,15,Contaminación,480.0,45.0,47.57,9.6,LOT-000042,497.223,119.391
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP014,L3,L3-SEAL-01,SEAL,PRD-B,1829,27,11,16,Integridad del paquete,480.0,45.0,67.3,9.6,LOT-000043,496.495,120.2
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP012,L4,L4-PACK-01,PACK,PRD-D,2949,28,13,15,Defecto de etiqueta,480.0,45.0,61.56,6.8571,LOT-000044,498.352,120.609
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP001,L4,L4-PAL-01,PAL,PRD-D,1923,5,1,4,Integridad del paquete,480.0,45.0,66.91,10.2857,LOT-000045,495.66,120.425
2024-01-01 15:00:00,2024-01-01,2024,1,1,Tarde,OP002,L4,L4-WRAP-01,WRAP,PRD-B,2050,3,2,1,Integridad del paquete,480.0,45.0,37.61,10.2857,LOT-000046,497.701,120.381
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP020,L1,L1-CHECK-01,CHECK,PRD-C,3036,43,28,15,Bajo peso,480.0,45.0,53.77,6.5455,LOT-000047,503.74,120.148
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP023,L1,L1-DEPAL-01,DEPAL,PRD-A,3794,31,8,23,Sin defecto,480.0,45.0,36.18,5.76,LOT-000048,501.014,121.104
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP018,L1,L1-FEED-01,FEED,PRD-C,3464,40,2,38,Sin defecto,480.0,45.0,70.73,5.76,LOT-000049,501.336,120.552
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP017,L1,L1-FILL-01,FILL,PRD-A,3033,62,31,31,Defecto de sellado,480.0,45.0,46.25,6.4,LOT-000050,500.01,119.569
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP023,L1,L1-LABEL-01,LABEL,PRD-B,3207,39,18,21,Error de codificación,480.0,45.0,34.42,6.6977,LOT-000051,498.511,120.248
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP021,L1,L1-PACK-01,PACK,PRD-C,2755,28,15,13,Integridad del paquete,480.0,45.0,62.39,6.8571,LOT-000052,499.118,120.074
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP021,L1,L1-SEAM-01,SEAM,PRD-B,2842,61,46,15,Material extraño,480.0,45.0,76.72,6.4,LOT-000053,496.37,119.139
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP018,L1,L1-WASH-01,WASH,PRD-A,3569,28,6,22,Contaminación,480.0,45.0,17.03,6.2609,LOT-000054,501.734,119.996
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP020,L1,L1-XRAY-01,XRAY,PRD-B,3227,32,23,9,Material extraño,480.0,45.0,38.48,6.5455,LOT-000055,499.456,119.48
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP019,L2,L2-CAPPER-01,CAPPER,PRD-F,3985,101,31,70,Defecto de sellado,480.0,45.0,39.52,4.9655,LOT-000056,498.615,119.139
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP017,L2,L2-CHECK-01,CHECK,PRD-E,3480,59,25,34,Sobrepeso,480.0,45.0,28.06,6.5455,LOT-000057,498.766,119.305
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP020,L2,L2-FILL-01,FILL,PRD-A,2800,87,2,85,Contaminación,480.0,45.0,77.09,6.4,LOT-000058,502.752,120.045
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP022,L2,L2-LABEL-01,LABEL,PRD-C,2673,34,16,18,Defecto de etiqueta,480.0,45.0,35.96,6.6977,LOT-000059,497.087,119.971
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP023,L2,L2-PACK-01,PACK,PRD-A,2856,31,19,12,Integridad del paquete,480.0,45.0,37.97,6.8571,LOT-000060,500.526,119.938
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP022,L2,L2-RINSE-01,RINSE,PRD-E,4225,33,13,20,Contaminación,480.0,45.0,74.92,4.8,LOT-000061,498.852,120.119
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP022,L3,L3-CART-01,CART,PRD-B,2040,14,1,13,Integridad del paquete,480.0,45.0,28.7,9.931,LOT-000062,501.039,119.618
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP019,L3,L3-CHECK-01,CHECK,PRD-E,3057,58,14,44,Sobrepeso,480.0,45.0,17.45,6.5455,LOT-000063,498.925,120.004
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP023,L3,L3-FFS-01,FFS,PRD-B,1740,77,16,61,Bajo peso,480.0,45.0,53.05,9.6,LOT-000064,498.161,119.687
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP017,L3,L3-METAL-01,METAL,PRD-B,2162,24,9,15,Contaminación,480.0,45.0,16.45,9.6,LOT-000065,502.009,120.326
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP024,L3,L3-SEAL-01,SEAL,PRD-E,1874,42,10,32,Defecto de sellado,480.0,45.0,77.5,9.6,LOT-000066,498.499,120.112
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP018,L4,L4-PACK-01,PACK,PRD-A,2668,35,15,20,Integridad del paquete,480.0,45.0,68.53,6.8571,LOT-000067,501.515,120.973
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP017,L4,L4-PAL-01,PAL,PRD-B,1674,12,5,7,Integridad del paquete,480.0,45.0,73.83,10.2857,LOT-000068,501.058,120.296
2024-01-01 23:00:00,2024-01-01,2024,1,1,Noche,OP020,L4,L4-WRAP-01,WRAP,PRD-C,1879,9,4,5,Integridad del paquete,480.0,45.0,52.54,10.2857,LOT-000069,502.734,120.099
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP008,L1,L1-CHECK-01,CHECK,PRD-C,3231,37,10,27,Bajo peso,480.0,45.0,32.06,6.5455,LOT-000070,498.751,120.662
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP011,L1,L1-DEPAL-01,DEPAL,PRD-C,3421,15,2,13,Sin defecto,480.0,45.0,61.65,5.76,LOT-000071,499.88,119.754
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP009,L1,L1-FEED-01,FEED,PRD-C,3892,22,6,16,Contaminación,480.0,45.0,15.69,5.76,LOT-000072,496.732,120.805
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP013,L1,L1-FILL-01,FILL,PRD-C,3459,86,13,73,Contaminación,480.0,45.0,27.33,6.4,LOT-000073,498.779,120.071
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP007,L1,L1-LABEL-01,LABEL,PRD-C,2956,33,20,13,Defecto de etiqueta,480.0,45.0,73.4,6.6977,LOT-000074,498.528,120.444
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP002,L1,L1-PACK-01,PACK,PRD-C,2729,24,19,5,Integridad del paquete,480.0,45.0,76.94,6.8571,LOT-000075,496.466,119.233
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP004,L1,L1-SEAM-01,SEAM,PRD-C,3276,49,11,38,Defecto de sellado,480.0,45.0,62.56,6.4,LOT-000076,499.036,120.325
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP009,L1,L1-WASH-01,WASH,PRD-D,3085,20,7,13,Contaminación,480.0,45.0,65.37,6.2609,LOT-000077,498.036,119.752
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP008,L1,L1-XRAY-01,XRAY,PRD-D,3432,15,5,10,Material extraño,480.0,45.0,13.52,6.5455,LOT-000078,499.767,120.639
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP006,L2,L2-CAPPER-01,CAPPER,PRD-A,4085,66,20,46,Integridad del paquete,480.0,45.0,66.0,4.9655,LOT-000079,500.932,120.451
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP012,L2,L2-CHECK-01,CHECK,PRD-A,2827,33,21,12,Sobrepeso,480.0,45.0,76.53,6.5455,LOT-000080,501.099,119.888
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP008,L2,L2-FILL-01,FILL,PRD-E,3602,58,30,28,Sobrepeso,480.0,45.0,13.59,6.4,LOT-000081,500.324,120.58
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP014,L2,L2-LABEL-01,LABEL,PRD-A,3116,35,17,18,Error de codificación,480.0,45.0,66.92,6.6977,LOT-000082,500.799,120.145
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP014,L2,L2-PACK-01,PACK,PRD-C,3123,23,13,10,Defecto de etiqueta,480.0,45.0,21.72,6.8571,LOT-000083,500.213,120.095
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP010,L2,L2-RINSE-01,RINSE,PRD-F,4044,23,11,12,Material extraño,480.0,45.0,59.64,4.8,LOT-000084,496.474,120.2
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP014,L3,L3-CART-01,CART,PRD-D,1904,16,2,14,Integridad del paquete,480.0,45.0,49.72,9.931,LOT-000085,499.893,120.514
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP001,L3,L3-CHECK-01,CHECK,PRD-E,3314,45,16,29,Sobrepeso,480.0,45.0,52.78,6.5455,LOT-000086,500.24,119.255
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP007,L3,L3-FFS-01,FFS,PRD-E,2167,51,35,16,Sobrepeso,480.0,45.0,46.07,9.6,LOT-000087,499.885,120.568
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP003,L3,L3-METAL-01,METAL,PRD-B,2133,18,6,12,Material extraño,480.0,45.0,36.99,9.6,LOT-000088,501.965,119.714
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP016,L3,L3-SEAL-01,SEAL,PRD-D,1945,37,23,14,Integridad del paquete,480.0,45.0,65.13,9.6,LOT-000089,499.453,120.513
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP009,L4,L4-PACK-01,PACK,PRD-A,3223,29,11,18,Integridad del paquete,480.0,45.0,30.7,6.8571,LOT-000090,500.741,119.284
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP013,L4,L4-PAL-01,PAL,PRD-B,2110,7,4,3,Error de codificación,480.0,45.0,35.7,10.2857,LOT-000091,501.787,119.167
2024-01-02 09:00:00,2024-01-02,2024,1,1,Mañana,OP013,L4,L4-WRAP-01,WRAP,PRD-E,2215,7,2,5,Defecto de etiqueta,480.0,45.0,30.26,10.2857,LOT-000092,499.093,121.286
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP009,L1,L1-CHECK-01,CHECK,PRD-A,2949,37,11,26,Bajo peso,480.0,45.0,72.49,6.5455,LOT-000093,502.657,120.843
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP004,L1,L1-DEPAL-01,DEPAL,PRD-B,3614,24,6,18,Sin defecto,480.0,45.0,56.76,5.76,LOT-000094,499.95,120.871
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP005,L1,L1-FEED-01,FEED,PRD-D,3292,24,6,18,Sin defecto,480.0,45.0,25.82,5.76,LOT-000095,498.968,120.164
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP005,L1,L1-FILL-01,FILL,PRD-B,3289,60,22,38,Contaminación,480.0,45.0,72.2,6.4,LOT-000096,499.77,119.745
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP002,L1,L1-LABEL-01,LABEL,PRD-D,3072,36,4,32,Defecto de etiqueta,480.0,45.0,33.82,6.6977,LOT-000097,499.019,119.657
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP011,L1,L1-PACK-01,PACK,PRD-D,2927,28,12,16,Integridad del paquete,480.0,45.0,48.31,6.8571,LOT-000098,500.607,119.908
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP016,L1,L1-SEAM-01,SEAM,PRD-C,3114,52,30,22,Defecto de sellado,480.0,45.0,31.07,6.4,LOT-000099,501.876,119.44
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP002,L1,L1-WASH-01,WASH,PRD-B,3374,23,2,21,Contaminación,480.0,45.0,47.75,6.2609,LOT-000100,501.874,119.54
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP004,L1,L1-XRAY-01,XRAY,PRD-A,2802,22,4,18,Material extraño,480.0,45.0,71.86,6.5455,LOT-000101,496.556,121.358
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP005,L2,L2-CAPPER-01,CAPPER,PRD-F,4074,88,43,45,Defecto de sellado,480.0,45.0,71.5,4.9655,LOT-000102,502.577,120.386
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP006,L2,L2-CHECK-01,CHECK,PRD-F,2966,46,1,45,Sobrepeso,480.0,45.0,46.06,6.5455,LOT-000103,501.296,119.103
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP009,L2,L2-FILL-01,FILL,PRD-E,3106,71,9,62,Sobrepeso,480.0,45.0,55.71,6.4,LOT-000104,498.551,119.564
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP015,L2,L2-LABEL-01,LABEL,PRD-A,2994,34,9,25,Defecto de etiqueta,480.0,45.0,62.68,6.6977,LOT-000105,497.194,120.096
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP013,L2,L2-PACK-01,PACK,PRD-F,2939,39,6,33,Integridad del paquete,480.0,45.0,31.04,6.8571,LOT-000106,498.047,120.333
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP010,L2,L2-RINSE-01,RINSE,PRD-E,4418,18,7,11,Contaminación,480.0,45.0,16.01,4.8,LOT-000107,501.669,118.975
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP013,L3,L3-CART-01,CART,PRD-D,1876,9,1,8,Integridad del paquete,480.0,45.0,66.81,9.931,LOT-000108,502.205,119.951
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP003,L3,L3-CHECK-01,CHECK,PRD-B,3023,37,25,12,Sobrepeso,480.0,45.0,61.01,6.5455,LOT-000109,501.404,119.436
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP004,L3,L3-FFS-01,FFS,PRD-B,2212,89,69,20,Defecto de sellado,480.0,45.0,40.63,9.6,LOT-000110,500.94,119.87
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP009,L3,L3-METAL-01,METAL,PRD-E,2349,29,16,13,Material extraño,480.0,45.0,29.95,9.6,LOT-000111,501.024,121.182
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP009,L3,L3-SEAL-01,SEAL,PRD-E,2257,42,22,20,Defecto de sellado,480.0,45.0,24.12,9.6,LOT-000112,496.324,120.273
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP011,L4,L4-PACK-01,PACK,PRD-D,2958,27,17,10,Integridad del paquete,480.0,45.0,65.3,6.8571,LOT-000113,499.234,120.571
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP001,L4,L4-PAL-01,PAL,PRD-C,2126,11,5,6,Error de codificación,480.0,45.0,41.95,10.2857,LOT-000114,502.034,119.386
2024-01-02 15:00:00,2024-01-02,2024,1,1,Tarde,OP008,L4,L4-WRAP-01,WRAP,PRD-E,1866,6,2,4,Integridad del paquete,480.0,45.0,58.81,10.2857,LOT-000115,501.817,120.499
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP022,L1,L1-CHECK-01,CHECK,PRD-B,2568,35,2,33,Bajo peso,480.0,45.0,55.65,6.5455,LOT-000116,504.129,120.155
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP019,L1,L1-DEPAL-01,DEPAL,PRD-D,3355,18,6,12,Material extraño,480.0,45.0,57.58,5.76,LOT-000117,500.293,120.693
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP019,L1,L1-FEED-01,FEED,PRD-A,4033,46,11,35,Sin defecto,480.0,45.0,25.57,5.76,LOT-000118,500.572,118.563
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP017,L1,L1-FILL-01,FILL,PRD-B,2862,81,6,75,Contaminación,480.0,45.0,26.74,6.4,LOT-000119,502.88,120.454
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP017,L1,L1-LABEL-01,LABEL,PRD-A,2251,31,7,24,Error de codificación,480.0,45.0,64.29,6.6977,LOT-000120,500.122,119.151
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP021,L1,L1-PACK-01,PACK,PRD-A,2823,31,10,21,Integridad del paquete,480.0,45.0,53.35,6.8571,LOT-000121,500.742,118.121
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP021,L1,L1-SEAM-01,SEAM,PRD-A,2957,42,23,19,Defecto de sellado,480.0,45.0,63.94,6.4,LOT-000122,500.264,120.29
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP019,L1,L1-WASH-01,WASH,PRD-C,3356,25,4,21,Defecto de etiqueta,480.0,45.0,20.78,6.2609,LOT-000123,497.826,119.456
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP022,L1,L1-XRAY-01,XRAY,PRD-A,2899,34,14,20,Material extraño,480.0,45.0,51.67,6.5455,LOT-000124,500.088,119.468
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP023,L2,L2-CAPPER-01,CAPPER,PRD-A,4261,99,24,75,Integridad del paquete,480.0,45.0,45.58,4.9655,LOT-000125,501.28,120.638
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP022,L2,L2-CHECK-01,CHECK,PRD-F,3117,51,31,20,Bajo peso,480.0,45.0,36.08,6.5455,LOT-000126,499.62,120.684
2024-01-02 23:00:00,2024-01-02,2024,1,1,Noche,OP023,L2,L2-FILL-01,FILL,PRD-E,3216,78,66,12,Defecto de sellado,480.0,45.0,51.04,6.4,LOT-000127,500.268,119.934
